"","participant","controllerName","trialNumber","V5","condition","item","region","word","rt","sentence","match","position","logrt"
"280919","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",125,0,"HARPSICHORD-OBJ-Match","27",9,"immediately",652,"When she got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","M","o",6.48004456192665
"280920","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",125,0,"HARPSICHORD-OBJ-Match","27",10,"to report",973,"When she got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","M","o",6.880384082186
"280921","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",125,0,"HARPSICHORD-OBJ-Match","27",11,"the supervisor's",835,"When she got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","M","o",6.72743172485086
"280922","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",125,0,"HARPSICHORD-OBJ-Match","27",12,"safety",725,"When she got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","M","o",6.58617165485467
"280923","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",125,0,"HARPSICHORD-OBJ-Match","27",13,"violations.",957,"When she got to the construction site%2C a lot of workers approached Amanda immediately to report the supervisor's safety violations.","M","o",6.86380339145295
"281115","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",114,0,"HARPSICHORD-OBJ-Misma","24",1,"After",742,"After he was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","MM","o",6.60934924316738
"281129","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",114,0,"HARPSICHORD-OBJ-Misma","24",2,"he",537,"After he was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","MM","o",6.28599809450886
"281130","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",114,0,"HARPSICHORD-OBJ-Misma","24",3,"was",514,"After he was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","MM","o",6.24222326545517
"281131","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",114,0,"HARPSICHORD-OBJ-Misma","24",4,"elected%2C",997,"After he was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","MM","o",6.90475076996184
"281132","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",114,0,"HARPSICHORD-OBJ-Misma","24",5,"many other",673,"After he was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","MM","o",6.51174532964473
"281133","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",114,0,"HARPSICHORD-OBJ-Misma","24",6,"politicians",591,"After he was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","MM","o",6.3818160174061
"281134","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",114,0,"HARPSICHORD-OBJ-Misma","24",7,"convinced",561,"After he was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","MM","o",6.3297209055227
"281135","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",114,0,"HARPSICHORD-OBJ-Misma","24",8,"Alexandra",643,"After he was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","MM","o",6.46614472423762
"281136","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",114,0,"HARPSICHORD-OBJ-Misma","24",9,"successfully",839,"After he was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","MM","o",6.73221070646721
"281137","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",114,0,"HARPSICHORD-OBJ-Misma","24",10,"to endorse",1116,"After he was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","MM","o",7.01750614294126
"281138","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",114,0,"HARPSICHORD-OBJ-Misma","24",11,"the governor's",645,"After he was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","MM","o",6.46925031679577
"281139","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",114,0,"HARPSICHORD-OBJ-Misma","24",12,"proposal.",699,"After he was elected%2C many other politicians convinced Alexandra successfully to endorse the governor's proposal.","MM","o",6.54965074223381
"281277","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",109,0,"HARPSICHORD-OBJ-Match","23",1,"While",562,"While she was mowing the lawn%2C a number of neighbors waved at Nicole happily from behind Frank's hedges.","M","o",6.33150184989369
"281291","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",109,0,"HARPSICHORD-OBJ-Match","23",2,"she",477,"While she was mowing the lawn%2C a number of neighbors waved at Nicole happily from behind Frank's hedges.","M","o",6.16751649088834
"281292","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",109,0,"HARPSICHORD-OBJ-Match","23",3,"was mowing",729,"While she was mowing the lawn%2C a number of neighbors waved at Nicole happily from behind Frank's hedges.","M","o",6.59167373200866
"281293","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",109,0,"HARPSICHORD-OBJ-Match","23",4,"the lawn%2C",553,"While she was mowing the lawn%2C a number of neighbors waved at Nicole happily from behind Frank's hedges.","M","o",6.31535800152233
"281294","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",109,0,"HARPSICHORD-OBJ-Match","23",5,"a number of",726,"While she was mowing the lawn%2C a number of neighbors waved at Nicole happily from behind Frank's hedges.","M","o",6.5875500148248
"281295","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",109,0,"HARPSICHORD-OBJ-Match","23",6,"neighbors",620,"While she was mowing the lawn%2C a number of neighbors waved at Nicole happily from behind Frank's hedges.","M","o",6.42971947803914
"281296","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",109,0,"HARPSICHORD-OBJ-Match","23",7,"waved at",667,"While she was mowing the lawn%2C a number of neighbors waved at Nicole happily from behind Frank's hedges.","M","o",6.50279004591562
"281297","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",109,0,"HARPSICHORD-OBJ-Match","23",8,"Nicole",573,"While she was mowing the lawn%2C a number of neighbors waved at Nicole happily from behind Frank's hedges.","M","o",6.35088571671474
"281298","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",109,0,"HARPSICHORD-OBJ-Match","23",9,"happily",1601,"While she was mowing the lawn%2C a number of neighbors waved at Nicole happily from behind Frank's hedges.","M","o",7.37838371299671
"281299","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",109,0,"HARPSICHORD-OBJ-Match","23",10,"from",1203,"While she was mowing the lawn%2C a number of neighbors waved at Nicole happily from behind Frank's hedges.","M","o",7.09257371597468
"281300","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",109,0,"HARPSICHORD-OBJ-Match","23",11,"behind",485,"While she was mowing the lawn%2C a number of neighbors waved at Nicole happily from behind Frank's hedges.","M","o",6.18414889093748
"281301","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",109,0,"HARPSICHORD-OBJ-Match","23",12,"Frank's",679,"While she was mowing the lawn%2C a number of neighbors waved at Nicole happily from behind Frank's hedges.","M","o",6.5206211275587
"281302","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",109,0,"HARPSICHORD-OBJ-Match","23",13,"hedges.",659,"While she was mowing the lawn%2C a number of neighbors waved at Nicole happily from behind Frank's hedges.","M","o",6.49072353450251
"281762","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",93,0,"HARPSICHORD-OBJ-Match","19",1,"After",664,"After she heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","M","o",6.49828214947643
"281776","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",93,0,"HARPSICHORD-OBJ-Match","19",2,"she",580,"After she heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","M","o",6.36302810354046
"281777","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",93,0,"HARPSICHORD-OBJ-Match","19",3,"heard",542,"After she heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","M","o",6.29526600143965
"281778","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",93,0,"HARPSICHORD-OBJ-Match","19",4,"the verdict%2C",917,"After she heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","M","o",6.82110747225646
"281779","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",93,0,"HARPSICHORD-OBJ-Match","19",5,"a number of",1000,"After she heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","M","o",6.90775527898214
"281780","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",93,0,"HARPSICHORD-OBJ-Match","19",6,"supporters",862,"After she heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","M","o",6.75925527066369
"281781","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",93,0,"HARPSICHORD-OBJ-Match","19",7,"consoled",766,"After she heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","M","o",6.64118216974059
"281782","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",93,0,"HARPSICHORD-OBJ-Match","19",8,"Jennifer",871,"After she heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","M","o",6.7696419768525
"281783","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",93,0,"HARPSICHORD-OBJ-Match","19",9,"gently",902,"After she heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","M","o",6.80461452006262
"281784","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",93,0,"HARPSICHORD-OBJ-Match","19",10,"while",656,"After she heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","M","o",6.48616078894409
"281785","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",93,0,"HARPSICHORD-OBJ-Match","19",11,"her brother",632,"After she heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","M","o",6.44888939414686
"281786","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",93,0,"HARPSICHORD-OBJ-Match","19",12,"was",496,"After she heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","M","o",6.20657592672493
"281787","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",93,0,"HARPSICHORD-OBJ-Match","19",13,"led away.",682,"After she heard the verdict%2C a number of supporters consoled Jennifer gently while her brother was led away.","M","o",6.52502965784346
"282639","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",130,0,"HARPSICHORD-OBJ-Misma","28",1,"When",741,"When she arrived at football practice%2C some of the players waved to Jake cheerfully but totally ignored Jasmine.","MM","o",6.60800062529609
"282653","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",130,0,"HARPSICHORD-OBJ-Misma","28",2,"she",536,"When she arrived at football practice%2C some of the players waved to Jake cheerfully but totally ignored Jasmine.","MM","o",6.2841341610708
"282654","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",130,0,"HARPSICHORD-OBJ-Misma","28",3,"arrived at",610,"When she arrived at football practice%2C some of the players waved to Jake cheerfully but totally ignored Jasmine.","MM","o",6.41345895716736
"282655","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",130,0,"HARPSICHORD-OBJ-Misma","28",4,"football practice%2C",2137,"When she arrived at football practice%2C some of the players waved to Jake cheerfully but totally ignored Jasmine.","MM","o",7.66715825531915
"282656","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",130,0,"HARPSICHORD-OBJ-Misma","28",5,"some of the",1132,"When she arrived at football practice%2C some of the players waved to Jake cheerfully but totally ignored Jasmine.","MM","o",7.03174125876313
"282657","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",130,0,"HARPSICHORD-OBJ-Misma","28",6,"players",591,"When she arrived at football practice%2C some of the players waved to Jake cheerfully but totally ignored Jasmine.","MM","o",6.3818160174061
"282658","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",130,0,"HARPSICHORD-OBJ-Misma","28",7,"waved to",1209,"When she arrived at football practice%2C some of the players waved to Jake cheerfully but totally ignored Jasmine.","MM","o",7.09754885061479
"282659","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",130,0,"HARPSICHORD-OBJ-Misma","28",8,"Jake",1297,"When she arrived at football practice%2C some of the players waved to Jake cheerfully but totally ignored Jasmine.","MM","o",7.16780918431644
"282660","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",130,0,"HARPSICHORD-OBJ-Misma","28",9,"cheerfully",1721,"When she arrived at football practice%2C some of the players waved to Jake cheerfully but totally ignored Jasmine.","MM","o",7.45066079621154
"282661","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",130,0,"HARPSICHORD-OBJ-Misma","28",10,"but",496,"When she arrived at football practice%2C some of the players waved to Jake cheerfully but totally ignored Jasmine.","MM","o",6.20657592672493
"282662","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",130,0,"HARPSICHORD-OBJ-Misma","28",11,"totally",535,"When she arrived at football practice%2C some of the players waved to Jake cheerfully but totally ignored Jasmine.","MM","o",6.28226674689601
"282663","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",130,0,"HARPSICHORD-OBJ-Misma","28",12,"ignored",471,"When she arrived at football practice%2C some of the players waved to Jake cheerfully but totally ignored Jasmine.","MM","o",6.15485809401642
"282664","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",130,0,"HARPSICHORD-OBJ-Misma","28",13,"Jasmine.",736,"When she arrived at football practice%2C some of the players waved to Jake cheerfully but totally ignored Jasmine.","MM","o",6.60123011872888
"283027","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",77,0,"HARPSICHORD-OBJ-Match","15",1,"When",1989,"When she came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","M","o",7.59538727885397
"283041","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",77,0,"HARPSICHORD-OBJ-Match","15",2,"she",533,"When she came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","M","o",6.27852142416584
"283042","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",77,0,"HARPSICHORD-OBJ-Match","15",3,"came back",1644,"When she came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","M","o",7.40488757561612
"283043","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",77,0,"HARPSICHORD-OBJ-Match","15",4,"from lunch%2C",800,"When she came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","M","o",6.68461172766793
"283044","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",77,0,"HARPSICHORD-OBJ-Match","15",5,"some of the",901,"When she came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","M","o",6.80350525760834
"283045","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",77,0,"HARPSICHORD-OBJ-Match","15",6,"interns",681,"When she came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","M","o",6.52356230614951
"283046","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",77,0,"HARPSICHORD-OBJ-Match","15",7,"avoided",3733,"When she came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","M","o",8.22496747891458
"283047","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",77,0,"HARPSICHORD-OBJ-Match","15",8,"Caroline",717,"When she came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","M","o",6.57507584059962
"283048","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",77,0,"HARPSICHORD-OBJ-Match","15",9,"successfully",810,"When she came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","M","o",6.69703424766648
"283049","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",77,0,"HARPSICHORD-OBJ-Match","15",10,"by hiding",861,"When she came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","M","o",6.75809450442773
"283050","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",77,0,"HARPSICHORD-OBJ-Match","15",11,"in",968,"When she came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","M","o",6.87523208727658
"283051","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",77,0,"HARPSICHORD-OBJ-Match","15",12,"the secretary's",781,"When she came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","M","o",6.66057514983969
"283052","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",77,0,"HARPSICHORD-OBJ-Match","15",13,"office.",795,"When she came back from lunch%2C some of the interns avoided Caroline successfully by hiding in the secretary's office.","M","o",6.67834211465433
"283637","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",82,0,"HARPSICHORD-OBJ-Misma","16",1,"As",494,"As he was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","MM","o",6.20253551718792
"283651","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",82,0,"HARPSICHORD-OBJ-Misma","16",2,"he",469,"As he was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","MM","o",6.15060276844628
"283652","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",82,0,"HARPSICHORD-OBJ-Misma","16",3,"was leaving",730,"As he was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","MM","o",6.59304453414244
"283653","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",82,0,"HARPSICHORD-OBJ-Misma","16",4,"the concert hall%2C",930,"As he was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","MM","o",6.8351845861473
"283654","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",82,0,"HARPSICHORD-OBJ-Misma","16",5,"countless",1034,"As he was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","MM","o",6.94119005506837
"283655","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",82,0,"HARPSICHORD-OBJ-Misma","16",6,"journalists",736,"As he was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","MM","o",6.60123011872888
"283656","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",82,0,"HARPSICHORD-OBJ-Misma","16",7,"questioned",893,"As he was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","MM","o",6.7945865808765
"283657","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",82,0,"HARPSICHORD-OBJ-Misma","16",8,"Michelle",477,"As he was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","MM","o",6.16751649088834
"283658","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",82,0,"HARPSICHORD-OBJ-Misma","16",9,"relentlessly",881,"As he was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","MM","o",6.78105762593618
"283659","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",82,0,"HARPSICHORD-OBJ-Misma","16",10,"about",1367,"As he was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","MM","o",7.22037383672395
"283660","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",82,0,"HARPSICHORD-OBJ-Misma","16",11,"her affair",1005,"As he was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","MM","o",6.91274282049318
"283661","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",82,0,"HARPSICHORD-OBJ-Misma","16",12,"with",526,"As he was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","MM","o",6.26530121273771
"283662","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",82,0,"HARPSICHORD-OBJ-Misma","16",13,"the rock star.",716,"As he was leaving the concert hall%2C countless journalists questioned Michelle relentlessly about her affair with the rock star.","MM","o",6.57368016696065
"283915","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",29,0,"HARPSICHORD-OBJ-Match","3",1,"After",647,"After she put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","M","o",6.4723462945009
"283929","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",29,0,"HARPSICHORD-OBJ-Match","3",2,"she",573,"After she put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","M","o",6.35088571671474
"283930","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",29,0,"HARPSICHORD-OBJ-Match","3",3,"put out",636,"After she put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","M","o",6.45519856334012
"283931","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",29,0,"HARPSICHORD-OBJ-Match","3",4,"the campfire%2C",737,"After she put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","M","o",6.60258789218934
"283932","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",29,0,"HARPSICHORD-OBJ-Match","3",5,"some of the",940,"After she put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","M","o",6.84587987526405
"283933","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",29,0,"HARPSICHORD-OBJ-Match","3",6,"schoolboys",484,"After she put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","M","o",6.18208490671663
"283934","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",29,0,"HARPSICHORD-OBJ-Match","3",7,"dared",561,"After she put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","M","o",6.3297209055227
"283935","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",29,0,"HARPSICHORD-OBJ-Match","3",8,"Olivia",548,"After she put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","M","o",6.30627528694802
"283936","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",29,0,"HARPSICHORD-OBJ-Match","3",9,"excitedly",669,"After she put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","M","o",6.50578406012823
"283937","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",29,0,"HARPSICHORD-OBJ-Match","3",10,"to prank",1900,"After she put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","M","o",7.54960916515453
"283938","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",29,0,"HARPSICHORD-OBJ-Match","3",11,"her oldest",760,"After she put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","M","o",6.63331843328038
"283939","9e191ce2085d444a4b38322c2007cf06","EPDashedSentence",29,0,"HARPSICHORD-OBJ-Match","3",12,"brother.",469,"After she put out the campfire%2C some of the schoolboys dared Olivia excitedly to prank her oldest brother.","M","o",6.15060276844628
"284967","c693d21bf59d663303bc769294aca62c","EPDashedSentence",21,0,"HARPSICHORD-OBJ-Match","1",1,"While",920,"While he was taking the orders%2C a couple of customers annoyed Jonathan accidentally by laughing at the waitress' voice.","M","o",6.82437367004309
"284981","c693d21bf59d663303bc769294aca62c","EPDashedSentence",21,0,"HARPSICHORD-OBJ-Match","1",2,"he",376,"While he was taking the orders%2C a couple of customers annoyed Jonathan accidentally by laughing at the waitress' voice.","M","o",5.92958914338989
"284982","c693d21bf59d663303bc769294aca62c","EPDashedSentence",21,0,"HARPSICHORD-OBJ-Match","1",3,"was taking",287,"While he was taking the orders%2C a couple of customers annoyed Jonathan accidentally by laughing at the waitress' voice.","M","o",5.65948221575962
"284983","c693d21bf59d663303bc769294aca62c","EPDashedSentence",21,0,"HARPSICHORD-OBJ-Match","1",4,"the orders%2C",945,"While he was taking the orders%2C a couple of customers annoyed Jonathan accidentally by laughing at the waitress' voice.","M","o",6.85118492749374
"284984","c693d21bf59d663303bc769294aca62c","EPDashedSentence",21,0,"HARPSICHORD-OBJ-Match","1",5,"a couple of",848,"While he was taking the orders%2C a couple of customers annoyed Jonathan accidentally by laughing at the waitress' voice.","M","o",6.7428806357919
"284985","c693d21bf59d663303bc769294aca62c","EPDashedSentence",21,0,"HARPSICHORD-OBJ-Match","1",6,"customers",728,"While he was taking the orders%2C a couple of customers annoyed Jonathan accidentally by laughing at the waitress' voice.","M","o",6.59030104819669
"284986","c693d21bf59d663303bc769294aca62c","EPDashedSentence",21,0,"HARPSICHORD-OBJ-Match","1",7,"annoyed",1016,"While he was taking the orders%2C a couple of customers annoyed Jonathan accidentally by laughing at the waitress' voice.","M","o",6.92362862813843
"284987","c693d21bf59d663303bc769294aca62c","EPDashedSentence",21,0,"HARPSICHORD-OBJ-Match","1",8,"Jonathan",439,"While he was taking the orders%2C a couple of customers annoyed Jonathan accidentally by laughing at the waitress' voice.","M","o",6.08449941307517
"284988","c693d21bf59d663303bc769294aca62c","EPDashedSentence",21,0,"HARPSICHORD-OBJ-Match","1",9,"accidentally",528,"While he was taking the orders%2C a couple of customers annoyed Jonathan accidentally by laughing at the waitress' voice.","M","o",6.26909628370626
"284989","c693d21bf59d663303bc769294aca62c","EPDashedSentence",21,0,"HARPSICHORD-OBJ-Match","1",10,"by laughing at",921,"While he was taking the orders%2C a couple of customers annoyed Jonathan accidentally by laughing at the waitress' voice.","M","o",6.82546003625531
"284990","c693d21bf59d663303bc769294aca62c","EPDashedSentence",21,0,"HARPSICHORD-OBJ-Match","1",11,"the waitress'",655,"While he was taking the orders%2C a couple of customers annoyed Jonathan accidentally by laughing at the waitress' voice.","M","o",6.48463523563525
"284991","c693d21bf59d663303bc769294aca62c","EPDashedSentence",21,0,"HARPSICHORD-OBJ-Match","1",12,"voice.",792,"While he was taking the orders%2C a couple of customers annoyed Jonathan accidentally by laughing at the waitress' voice.","M","o",6.67456139181443
"285131","c693d21bf59d663303bc769294aca62c","EPDashedSentence",58,0,"HARPSICHORD-OBJ-Misma","10",1,"While",552,"While she struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","MM","o",6.31354804627709
"285145","c693d21bf59d663303bc769294aca62c","EPDashedSentence",58,0,"HARPSICHORD-OBJ-Misma","10",2,"she",672,"While she struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","MM","o",6.51025834052315
"285146","c693d21bf59d663303bc769294aca62c","EPDashedSentence",58,0,"HARPSICHORD-OBJ-Misma","10",3,"struggled through",864,"While she struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","MM","o",6.76157276880406
"285147","c693d21bf59d663303bc769294aca62c","EPDashedSentence",58,0,"HARPSICHORD-OBJ-Misma","10",4,"the script%2C",720,"While she struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","MM","o",6.5792512120101
"285148","c693d21bf59d663303bc769294aca62c","EPDashedSentence",58,0,"HARPSICHORD-OBJ-Misma","10",5,"members of",1160,"While she struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","MM","o",7.05617528410041
"285149","c693d21bf59d663303bc769294aca62c","EPDashedSentence",58,0,"HARPSICHORD-OBJ-Misma","10",6,"the cast",960,"While she struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","MM","o",6.86693328446188
"285150","c693d21bf59d663303bc769294aca62c","EPDashedSentence",58,0,"HARPSICHORD-OBJ-Misma","10",7,"complained to",865,"While she struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","MM","o",6.76272950693188
"285151","c693d21bf59d663303bc769294aca62c","EPDashedSentence",58,0,"HARPSICHORD-OBJ-Misma","10",8,"Gabriel",783,"While she struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","MM","o",6.6631326959908
"285152","c693d21bf59d663303bc769294aca62c","EPDashedSentence",58,0,"HARPSICHORD-OBJ-Misma","10",9,"gruffly",784,"While she struggled through the script%2C members of the cast complained to Gabriel gruffly that the screenwriter was a total hack.","MM","o",6.66440902035041
